Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation
1122989777,2,3.0,4.0,5,3.0,v-neck,6.0,NATURAL,COTTON,,pockets,solid,0
840516484,10,1.0,4.7,4,3.0,v-neck,7.0,EMPIRE,COTTON,,sequined,solid,1
768517084,10,1.0,0.0,1,1.0,v-neck,7.0,NATURAL,POLYSTER,,lace,patchwork,0
1139843344,10,1.0,0.0,3,1.0,o-neck,7.0,EMPIRE,COTTON,broadcloth,,print,0
1004212992,10,1.0,4.7,3,2.0,o-neck,7.0,NATURAL,,,,solid,1
1235426503,3,3.0,0.0,2,3.0,o-neck,7.0,NATURAL,COTTON,jersey,,print,0
942808364,4,3.0,4.3,1,1.0,o-neck,7.0,NATURAL,POLYSTER,chiffon,sashes,striped,0
629131530,4,3.0,4.7,3,2.0,ruffled,6.0,EMPIRE,CHIFFONFABRIC,chiffon,bow,dot,1
851945460,3,1.0,4.6,2,1.0,o-neck,7.0,EMPIRE,POLYSTER,chiffon,ruffles,solid,0
1150275464,3,3.0,0.0,3,2.0,o-neck,7.0,NATURAL,SILK,chiffon,applique,solid,1
1026634314,3,1.0,4.4,2,1.0,o-neck,7.0,NATURAL,LINEN,chiffon,ruffles,animal,0
978773911,2,1.0,4.3,2,2.0,o-neck,7.0,EMPIRE,,,bow,solid,1
827791337,9,2.0,4.7,3,2.0,o-neck,8.0,,,,,print,0
640823350,3,3.0,4.6,1,4.0,boat-neck,3.0,NATURAL,COTTON,,,patchwork,1
801861988,11,1.0,4.6,1,4.0,o-neck,3.0,NATURAL,,chiffon,,print,1
1060207186,2,1.0,0.0,3,1.0,o-neck,6.0,NATURAL,COTTON,,,print,0
1054679816,9,1.0,4.6,3,4.0,o-neck,7.0,NATURAL,COTTON,,lace,solid,1
941190190,3,1.0,4.5,3,2.0,v-neck,6.0,EMPIRE,COTTON,,button,solid,1
943844640,2,1.0,5.0,1,2.0,v-neck,7.0,NATURAL,COTTON,broadcloth,lace,solid,1
661795386,2,3.0,4.4,2,1.0,o-neck,4.0,NATURAL,RAYON,chiffon,sashes,solid,0
875312593,3,1.0,4.8,3,4.0,o-neck,6.0,NATURAL,LYCRA,broadcloth,applique,patchwork,0
971387676,3,3.0,4.8,1,2.0,o-neck,7.0,NATURAL,COTTON,,,print,0
1021185637,11,1.0,4.8,3,4.0,o-neck,7.0,NATURAL,COTTON,,,patchwork,1
1163826114,10,1.0,0.0,3,4.0,o-neck,6.0,NATURAL,,,lace,solid,0
735635595,10,1.0,4.8,2,2.0,v-neck,8.0,EMPIRE,POLYSTER,,lace,geometric,0
1175184188,3,1.0,0.0,3,3.0,o-neck,4.0,NATURAL,COTTON,chiffon,ruffles,dot,1
679415939,3,3.0,4.7,3,3.0,o-neck,7.0,EMPIRE,MILKSILK,,,solid,0
884147971,3,4.0,0.0,2,4.0,boat-neck,3.0,EMPIRE,,,,solid,1
841203385,10,3.0,5.0,1,3.0,v-neck,7.0,EMPIRE,,chiffon,,animal,1
1117997056,3,3.0,4.3,1,3.0,o-neck,7.0,,MILKSILK,,,animal,0
1160536550,3,1.0,0.0,2,2.0,o-neck,4.0,NATURAL,POLYSTER,chiffon,hollowout,solid,1
828623528,3,1.0,4.6,1,1.0,o-neck,7.0,NATURAL,POLYSTER,chiffon,sashes,solid,1
763708514,10,1.0,4.5,3,2.0,o-neck,8.0,NATURAL,POLYSTER,,lace,geometric,0
1153442065,7,1.0,0.0,4,4.0,turndowncollor,3.0,NATURAL,COTTON,,,patchwork,0
743729613,3,1.0,4.9,4,4.0,turndowncollor,3.0,NATURAL,COTTON,,,solid,1
1000493051,10,3.0,4.6,2,1.0,o-neck,7.0,NATURAL,,,lace,solid,1
911085061,1,3.0,4.5,3,3.0,v-neck,7.0,NATURAL,POLYSTER,,,print,1
1174854264,12,1.0,0.0,3,1.0,slash-neck,7.0,NATURAL,POLYSTER,,bow,patchwork,0
1053296757,4,2.0,0.0,3,2.0,v-neck,3.0,NATURAL,RAYON,,,solid,1
1033843327,3,1.0,0.0,1,2.0,o-neck,6.0,NATURAL,COTTON,,hollowout,plaid,0
1083779666,3,1.0,5.0,3,3.0,o-neck,6.0,EMPIRE,POLYSTER,chiffon,,animal,0
746255172,3,1.0,4.7,3,2.0,o-neck,7.0,NATURAL,,chiffon,sashes,solid,0
1100974555,10,3.0,4.0,4,1.0,o-neck,7.0,EMPIRE,COTTON,,,solid,1
1019134411,3,1.0,5.0,3,1.0,v-neck,6.0,NATURAL,COTTON,broadcloth,beading,solid,0
1072477320,3,3.0,0.0,1,3.0,v-neck,4.0,NATURAL,SILK,broadcloth,applique,solid,0
638423913,3,4.0,4.5,4,4.0,o-neck,3.0,NATURAL,POLYSTER,,,patchwork,1
936425780,12,1.0,4.8,2,3.0,v-neck,6.0,NATURAL,POLYSTER,,hollowout,solid,0
1146088956,3,4.0,0.0,3,1.0,v-neck,6.0,EMPIRE,POLYSTER,,,solid,0
864253055,1,1.0,5.0,1,3.0,v-neck,7.0,NATURAL,COTTON,batik,,print,1
1210582154,10,3.0,0.0,3,2.0,v-neck,6.0,NATURAL,POLYSTER,satin,ruffles,solid,1
926480831,10,1.0,4.2,3,4.0,v-neck,7.0,NATURAL,COTTON,flannael,,solid,0
757260823,3,3.0,4.8,1,2.0,o-neck,3.0,NATURAL,COTTON,worsted,lace,solid,0
630561922,3,3.0,4.4,4,1.0,o-neck,7.0,NATURAL,POLYSTER,,,solid,0
734061929,3,3.0,4.7,2,2.0,o-neck,6.0,,CHIFFONFABRIC,chiffon,bow,dot,0
842060995,3,1.0,5.0,5,4.0,boat-neck,3.0,,COTTON,,,geometric,1
1078431253,3,3.0,0.0,1,2.0,v-neck,7.0,,COTTON,,,print,0
939770391,3,1.0,0.0,1,2.0,o-neck,7.0,NATURAL,,chiffon,,solid,0
943188872,1,5.0,4.7,1,4.0,v-neck,7.0,,POLYSTER,,,,1
1130994272,3,3.0,5.0,3,3.0,v-neck,7.0,EMPIRE,POLYSTER,chiffon,ruffles,animal,0
907117649,9,1.0,4.7,3,2.0,v-neck,7.0,NATURAL,POLYSTER,chiffon,hollowout,solid,0
967999477,10,3.0,5.0,1,2.0,o-neck,3.0,NATURAL,COTTON,worsted,,striped,0
944656411,11,3.0,4.6,3,3.0,o-neck,6.0,NATURAL,,chiffon,,print,0
1096779299,3,1.0,0.0,1,4.0,o-neck,4.0,EMPIRE,POLYSTER,chiffon,hollowout,solid,0
1036333255,3,3.0,4.9,2,3.0,boat-neck,6.0,,,chiffon,,patchwork,1
1065316076,3,3.0,0.0,4,1.0,o-neck,3.0,NATURAL,,,beading,solid,1
995802744,10,1.0,4.0,4,1.0,v-neck,7.0,,RAYON,chiffon,,patchwork,1
1018110870,10,3.0,5.0,3,1.0,o-neck,3.0,NATURAL,,chiffon,lace,print,1
850586379,2,1.0,4.6,3,4.0,peterpan-collor,8.0,,COTTON,,,solid,0
1169895668,3,1.0,0.0,2,2.0,boat-neck,7.0,NATURAL,COTTON,,applique,patchwork,1
688966772,3,1.0,4.8,2,4.0,o-neck,6.0,NATURAL,COTTON,,pockets,solid,1
1194626925,8,4.0,0.0,3,4.0,mandarin-collor,4.0,NATURAL,COTTON,,sashes,solid,0
876708804,10,3.0,4.8,3,2.0,o-neck,4.0,NATURAL,SILK,,,solid,0
1118628066,3,4.0,0.0,4,2.0,v-neck,3.0,,,,,animal,1
1027818824,3,4.0,0.0,3,2.0,v-neck,8.0,NATURAL,SILK,chiffon,ruffles,solid,1
891103323,3,1.0,0.0,3,2.0,o-neck,7.0,NATURAL,SILK,,,print,0
1166855026,3,1.0,0.0,1,4.0,v-neck,3.0,NATURAL,,chiffon,ruffles,print,0
1023850025,11,3.0,4.8,4,3.0,o-neck,6.0,NATURAL,,chiffon,ruffles,print,0
805438829,10,3.0,4.8,2,3.0,v-neck,3.0,NATURAL,COTTON,jersey,applique,print,1
836788720,5,1.0,4.0,1,3.0,open,3.0,,COTTON,,sequined,solid,0
835787654,3,1.0,4.7,2,3.0,v-neck,6.0,NATURAL,,,,print,1
1148457078,3,3.0,0.0,1,4.0,o-neck,4.0,NATURAL,POLYSTER,worsted,,patchwork,1
887476609,1,3.0,4.8,1,3.0,o-neck,6.0,,,,,animal,1
535968075,12,4.0,4.6,2,4.0,sqare-collor,6.0,EMPIRE,COTTON,,Tiered,solid,0
892801580,11,1.0,4.7,2,3.0,o-neck,6.0,NATURAL,COTTON,,button,solid,0
732650169,4,3.0,4.7,3,2.0,o-neck,6.0,EMPIRE,POLYSTER,chiffon,ruffles,dot,1
680070369,3,3.0,4.6,1,1.0,o-neck,3.0,NATURAL,COTTON,,,solid,1
1002440915,3,4.0,0.0,1,2.0,o-neck,7.0,NATURAL,COTTON,broadcloth,sequined,solid,1
737538048,3,1.0,4.7,2,1.0,o-neck,4.0,,,,lace,,0
1104450248,10,1.0,0.0,2,1.0,v-neck,7.0,EMPIRE,,chiffon,,patchwork,0
797673346,3,3.0,4.7,1,4.0,o-neck,7.0,NATURAL,COTTON,jersey,,solid,1
1039982741,3,1.0,0.0,3,1.0,o-neck,6.0,EMPIRE,POLYSTER,,applique,print,0
829087315,4,1.0,4.8,2,1.0,slash-neck,7.0,NATURAL,,chiffon,hollowout,solid,0
1032990258,9,1.0,5.0,3,2.0,o-neck,4.0,NATURAL,,,,,1
939422280,4,1.0,4.3,2,4.0,o-neck,7.0,NATURAL,,chiffon,,solid,0
974746803,3,1.0,4.5,2,2.0,o-neck,6.0,NATURAL,COTTON,chiffon,,patchwork,0
1018130478,3,3.0,4.7,2,1.0,o-neck,3.0,,COTTON,chiffon,lace,print,0
956758119,3,3.0,4.5,1,1.0,v-neck,6.0,NATURAL,SILK,worsted,lace,solid,0
903426442,10,1.0,3.6,2,4.0,v-neck,3.0,NATURAL,POLYSTER,woolen,beading,solid,1
861626197,12,1.0,4.8,2,4.0,v-neck,6.0,NATURAL,MIX,broadcloth,lace,solid,0
1077015977,11,1.0,0.0,1,3.0,o-neck,7.0,,,,,,0
817870237,10,3.0,4.6,1,2.0,o-neck,3.0,NATURAL,,,lace,leopard,1
1078996836,10,3.0,0.0,1,4.0,v-neck,7.0,EMPIRE,COTTON,chiffon,,solid,1
881530990,12,1.0,4.6,2,2.0,o-neck,6.0,EMPIRE,COTTON,jersey,,patchwork,0
937046375,3,1.0,4.4,3,3.0,o-neck,6.0,EMPIRE,,,lace,patchwork,0
870994067,4,3.0,4.9,3,1.0,o-neck,6.0,NATURAL,CHIFFONFABRIC,chiffon,bow,dot,0
893330898,10,3.0,4.6,1,3.0,v-neck,7.0,NATURAL,COTTON,broadcloth,beading,solid,0
822053936,9,1.0,4.4,1,1.0,v-neck,8.0,NATURAL,,,,solid,0
1059959935,3,1.0,0.0,1,2.0,o-neck,6.0,,COTTON,,lace,,1
1197204708,3,3.0,0.0,3,3.0,v-neck,3.0,NATURAL,ACRYLIC,,lace,solid,0
713439584,10,1.0,4.6,3,4.0,o-neck,3.0,NATURAL,POLYSTER,,,patchwork,1
732736124,12,1.0,4.6,3,2.0,v-neck,3.0,,,chiffon,,,0
709353440,4,1.0,4.7,2,4.0,o-neck,7.0,NATURAL,CHIFFONFABRIC,,lace,solid,0
1031230798,1,1.0,4.7,2,1.0,o-neck,7.0,NATURAL,,chiffon,,solid,0
1225512606,4,2.0,0.0,3,4.0,o-neck,8.0,EMPIRE,SILK,chiffon,lace,patchwork,0
1158347154,3,1.0,0.0,5,4.0,o-neck,6.0,EMPIRE,POLYSTER,,button,solid,0
976975672,7,1.0,4.9,2,1.0,o-neck,6.0,NATURAL,POLYSTER,chiffon,,print,1
520233308,3,3.0,4.7,3,1.0,o-neck,3.0,,COTTON,,,solid,0
935827969,4,1.0,4.3,1,3.0,boat-neck,7.0,,,,,,1
1130624045,10,3.0,0.0,1,1.0,slash-neck,6.0,EMPIRE,,,hollowout,solid,0
547555172,4,3.0,4.7,5,3.0,o-neck,6.0,EMPIRE,CHIFFONFABRIC,chiffon,bow,print,0
1083323104,10,3.0,4.5,2,2.0,o-neck,7.0,,,,lace,solid,0
955188745,3,1.0,4.7,3,1.0,o-neck,7.0,,COTTON,,,animal,1
1140306858,3,1.0,0.0,2,2.0,boat-neck,7.0,NATURAL,COTTON,,lace,solid,1
895807023,4,3.0,4.7,1,3.0,o-neck,7.0,,,chiffon,,print,1
818505402,3,3.0,4.4,1,3.0,turndowncollor,7.0,NATURAL,COTTON,,,solid,0
897981100,3,1.0,4.8,2,4.0,v-neck,6.0,EMPIRE,POLYSTER,,ruffles,solid,0
973481686,11,1.0,4.3,1,4.0,o-neck,6.0,,CHIFFONFABRIC,chiffon,,print,0
1021375534,4,3.0,4.5,2,3.0,o-neck,7.0,NATURAL,COTTON,chiffon,sashes,solid,1
549437715,3,1.0,4.4,3,3.0,turndowncollor,7.0,NATURAL,CHIFFONFABRIC,chiffon,,solid,0
1097548715,11,4.0,0.0,4,4.0,turndowncollor,4.0,NATURAL,COTTON,broadcloth,,plaid,0
578702321,10,3.0,4.7,1,3.0,turndowncollor,7.0,NATURAL,COTTON,,,solid,1
1155548915,11,2.0,0.0,2,3.0,o-neck,6.0,NATURAL,COTTON,,,print,0
1199064757,3,3.0,0.0,1,2.0,v-neck,8.0,,SILK,,lace,,1
1078994436,10,1.0,0.0,4,1.0,slash-neck,6.0,NATURAL,,,lace,solid,0
949226757,3,3.0,0.0,1,2.0,o-neck,6.0,NATURAL,,,hollowout,solid,0
832191944,4,4.0,5.0,1,4.0,o-neck,7.0,NATURAL,SILK,,lace,solid,1
869572905,3,3.0,4.7,1,3.0,o-neck,7.0,,,,,print,0
896048351,10,3.0,4.8,1,2.0,v-neck,7.0,,,,sequined,solid,1
854444464,3,1.0,4.5,2,4.0,o-neck,6.0,NATURAL,COTTON,,bow,patchwork,0
1246749980,11,1.0,0.0,4,2.0,o-neck,3.0,NATURAL,MIX,chiffon,embroidary,print,0
849613634,3,1.0,3.7,1,1.0,boat-neck,3.0,,,,,solid,1
1019768234,11,1.0,4.8,2,4.0,o-neck,7.0,NATURAL,COTTON,,,patchwork,0
785830491,4,1.0,0.0,5,2.0,boat-neck,3.0,,COTTON,worsted,applique,dot,1
832391864,3,1.0,0.0,2,4.0,open,6.0,NATURAL,MIX,poplin,applique,solid,1
1069595866,10,4.0,5.0,3,4.0,o-neck,7.0,EMPIRE,POLYSTER,,bow,solid,0
733715437,2,1.0,4.9,1,3.0,slash-neck,7.0,NATURAL,,,,solid,0
828949946,3,2.0,4.9,4,2.0,o-neck,8.0,NATURAL,,,,dot,1
765264430,2,1.0,4.6,1,4.0,o-neck,3.0,NATURAL,MIX,,sashes,solid,0
722020708,3,3.0,4.5,1,4.0,o-neck,3.0,NATURAL,MIX,worsted,applique,solid,0
980295760,3,3.0,4.8,5,3.0,o-neck,6.0,EMPIRE,MIX,chiffon,sashes,geometric,0
913978120,10,4.0,4.6,2,3.0,o-neck,6.0,NATURAL,SPANDEX,jersey,lace,solid,0
1062354779,3,1.0,4.5,3,4.0,v-neck,7.0,NATURAL,,chiffon,button,striped,0
1051749304,12,1.0,0.0,4,1.0,o-neck,7.0,NATURAL,LINEN,,,patchwork,0
1206128856,3,3.0,0.0,2,4.0,o-neck,7.0,EMPIRE,POLYSTER,,,leopard,0
956453735,4,3.0,5.0,2,4.0,o-neck,8.0,NATURAL,SILK,chiffon,sashes,print,0
767971724,2,1.0,4.3,3,2.0,o-neck,3.0,NATURAL,MIX,worsted,sequined,patchwork,1
722565148,10,3.0,4.4,1,1.0,o-neck,3.0,EMPIRE,COTTON,,,leopard,0
1167448608,4,3.0,0.0,1,3.0,peterpan-collor,6.0,EMPIRE,COTTON,broadcloth,applique,print,0
549159213,3,1.0,4.5,1,3.0,o-neck,6.0,NATURAL,COTTON,,,solid,1
940918554,10,3.0,4.7,3,4.0,slash-neck,7.0,,NYLON,,sashes,solid,1
522776523,3,3.0,4.7,1,2.0,o-neck,7.0,EMPIRE,COTTON,chiffon,,floral,0
658650071,3,4.0,4.8,3,4.0,peterpan-collor,6.0,NATURAL,POLYSTER,chiffon,lace,patchwork,0
560474456,10,3.0,4.3,1,4.0,v-neck,7.0,NATURAL,SILK,worsted,lace,solid,1
1150052066,1,1.0,0.0,2,4.0,turndowncollor,3.0,NATURAL,MIX,,,solid,0
929797706,3,3.0,0.0,1,,o-neck,3.0,NATURAL,COTTON,,,patchwork,0
886351969,4,4.0,4.8,1,2.0,slash-neck,7.0,NATURAL,POLYSTER,chiffon,sashes,solid,1
1071947910,10,1.0,0.0,4,1.0,v-neck,7.0,EMPIRE,COTTON,,beading,solid,0
813753347,3,3.0,4.6,4,2.0,o-neck,3.0,NATURAL,COTTON,,,solid,1
733134203,11,4.0,4.7,1,2.0,turndowncollor,7.0,NATURAL,MIX,,lace,solid,1
851256794,12,3.0,4.7,1,3.0,o-neck,3.0,EMPIRE,COTTON,,,solid,0
751049573,4,1.0,4.8,3,3.0,o-neck,6.0,NATURAL,COTTON,,rivet,solid,0
882490248,4,1.0,0.0,3,3.0,o-neck,6.0,NATURAL,COTTON,chiffon,,print,0
541172235,3,1.0,4.7,3,4.0,o-neck,3.0,,,,,animal,0
727676110,3,3.0,4.6,1,4.0,o-neck,3.0,NATURAL,POLYSTER,,applique,solid,1
891631697,9,1.0,5.0,1,3.0,v-neck,7.0,,,,,,0
1059306768,3,1.0,0.0,1,3.0,v-neck,7.0,NATURAL,COTTON,chiffon,,patchwork,0
764321904,10,1.0,5.0,2,4.0,o-neck,8.0,NATURAL,POLYSTER,,lace,geometric,0
902108125,10,1.0,4.8,1,4.0,o-neck,7.0,NATURAL,POLYSTER,,embroidary,solid,0
874397327,3,1.0,4.7,4,3.0,v-neck,6.0,NATURAL,COTTON,,,dot,0
861698160,3,1.0,4.1,3,1.0,v-neck,3.0,,,chiffon,sashes,,1
981437831,3,1.0,5.0,5,1.0,o-neck,6.0,NATURAL,CHIFFONFABRIC,chiffon,,,0
1036456647,10,1.0,5.0,3,3.0,v-neck,7.0,EMPIRE,COTTON,,sequined,solid,1
951280194,12,1.0,4.6,2,3.0,slash-neck,6.0,NATURAL,COTTON,,,solid,0
1079373429,3,1.0,4.5,3,3.0,peterpan-collor,7.0,,,,,,0
747381880,11,1.0,4.5,2,1.0,o-neck,7.0,EMPIRE,,worsted,,solid,0
1099363892,3,1.0,0.0,3,3.0,o-neck,8.0,NATURAL,NYLON,broadcloth,,solid,1
941333009,4,1.0,4.7,2,3.0,o-neck,7.0,NATURAL,COTTON,worsted,,print,0
819651586,1,3.0,4.7,1,4.0,o-neck,6.0,NATURAL,NYLON,,sashes,print,0
1043590098,3,3.0,5.0,1,2.0,slash-neck,7.0,EMPIRE,SPANDEX,,,striped,1
1091666465,3,1.0,5.0,3,4.0,o-neck,7.0,NATURAL,,chiffon,sashes,solid,1
863336720,3,1.0,4.3,1,3.0,o-neck,7.0,NATURAL,COTTON,worsted,,striped,0
771972560,12,3.0,4.5,3,4.0,v-neck,8.0,,,,,patchwork,0
756492184,3,1.0,4.3,4,2.0,boat-neck,3.0,NATURAL,COTTON,,lace,patchwork,1
1097157656,3,1.0,4.4,2,1.0,o-neck,4.0,NATURAL,,dobby,lace,animal,0
573923366,10,3.0,4.3,3,1.0,open,6.0,NATURAL,LACE,,lace,print,0
756620535,3,3.0,4.6,1,3.0,o-neck,3.0,NATURAL,COTTON,worsted,lace,solid,1
765350508,3,3.0,4.6,2,4.0,o-neck,3.0,,COTTON,,,,0
968294356,3,1.0,4.6,3,2.0,o-neck,7.0,NATURAL,,chiffon,sashes,solid,1
1017678811,3,3.0,0.0,1,1.0,peterpan-collor,8.0,EMPIRE,,,,,0
933231033,3,1.0,4.7,4,2.0,o-neck,4.0,EMPIRE,,chiffon,,,1
1199765487,3,1.0,0.0,4,3.0,o-neck,7.0,EMPIRE,COTTON,,,solid,0
965817793,3,3.0,4.8,1,3.0,o-neck,7.0,NATURAL,COTTON,,,print,1
1074432879,3,1.0,5.0,4,4.0,o-neck,7.0,EMPIRE,POLYSTER,chiffon,,plaid,0
1132858821,10,5.0,0.0,1,4.0,v-neck,7.0,NATURAL,POLYSTER,knitting,,solid,0
905732124,3,3.0,4.4,1,3.0,o-neck,7.0,NATURAL,POLYSTER,,sashes,print,0
711045472,3,1.0,4.8,3,1.0,v-neck,6.0,,,chiffon,embroidary,print,1
923983419,3,1.0,5.0,1,3.0,v-neck,7.0,,MODAL,,,patchwork,0
733025646,10,3.0,4.8,3,1.0,v-neck,3.0,NATURAL,COTTON,,,print,1
720099861,3,1.0,4.6,1,4.0,v-neck,3.0,NATURAL,COTTON,flannel,,striped,0
923915314,3,1.0,4.6,3,4.0,v-neck,3.0,NATURAL,CHIFFONFABRIC,chiffon,,,0
1077555214,3,3.0,5.0,4,2.0,o-neck,7.0,NATURAL,CHIFFONFABRIC,,,print,0
1216538883,4,1.0,0.0,3,4.0,o-neck,6.0,NATURAL,POLYSTER,chiffon,sashes,solid,0
531254082,3,3.0,4.8,1,2.0,o-neck,7.0,,CHIFFONFABRIC,chiffon,,print,1
890279029,3,1.0,4.6,3,1.0,o-neck,6.0,EMPIRE,POLYSTER,,applique,dot,0
995964089,1,1.0,5.0,3,2.0,slash-neck,7.0,EMPIRE,,chiffon,ruffles,solid,1
868453353,3,3.0,4.9,1,4.0,o-neck,7.0,EMPIRE,SILK,,sashes,print,1
1024954013,3,1.0,4.7,2,3.0,o-neck,7.0,NATURAL,SILK,chiffon,beading,solid,0
685606338,3,4.0,4.6,3,4.0,o-neck,3.0,NATURAL,CASHMERE,,,solid,1
877962269,3,1.0,4.7,3,4.0,v-neck,7.0,EMPIRE,POLYSTER,chiffon,applique,print,0
995644296,10,1.0,4.7,3,4.0,v-neck,7.0,NATURAL,POLYSTER,broadcloth,,patchwork,0
1066273951,3,1.0,3.5,3,4.0,v-neck,6.0,NATURAL,,,,solid,0
822176645,3,1.0,4.8,3,4.0,o-neck,8.0,NATURAL,,,,print,1
659466129,3,1.0,0.0,3,4.0,o-neck,3.0,NATURAL,COTTON,jersey,feathers,solid,1
694493217,3,3.0,4.6,3,3.0,o-neck,7.0,NATURAL,COTTON,,sashes,striped,0
793162246,3,1.0,4.7,2,2.0,v-neck,4.0,NATURAL,,broadcloth,,print,1
817945281,3,3.0,4.5,1,3.0,o-neck,3.0,NATURAL,COTTON,,button,solid,0
920902282,3,1.0,4.7,3,3.0,o-neck,7.0,NATURAL,POLYSTER,,,character,0
727820291,3,3.0,4.5,3,4.0,o-neck,6.0,NATURAL,CHIFFONFABRIC,chiffon,,solid,0
699738864,3,3.0,4.7,4,3.0,o-neck,3.0,NATURAL,COTTON,,,patchwork,0
1197211965,4,3.0,0.0,1,3.0,boat-neck,7.0,,COTTON,,,print,0
682561447,9,5.0,5.0,3,2.0,slash-neck,7.0,NATURAL,CHIFFONFABRIC,chiffon,flowers,,1
999081623,3,1.0,4.9,3,1.0,v-neck,7.0,,POLYSTER,,,,1
1108613896,9,5.0,0.0,2,4.0,v-neck,7.0,NATURAL,POLYSTER,tulle,beading,,0
1054555186,9,5.0,0.0,3,4.0,v-neck,2.0,,,chiffon,lace,,0
915238287,3,3.0,4.4,3,4.0,v-neck,9.0,,COTTON,,,,1
1107279894,9,5.0,0.0,3,2.0,v-neck,8.0,NATURAL,LYCRA,sattin,applique,,1
1163040038,9,2.0,0.0,3,4.0,Sweetheart,7.0,NATURAL,,,pearls,,0
1091877430,9,2.0,0.0,3,2.0,Sweetheart,7.0,,NYLON,,,,0
1053467336,9,1.0,5.0,3,4.0,o-neck,2.0,EMPIRE,POLYSTER,,lace,,1
609889168,9,2.0,4.7,3,4.0,sweetheart,7.0,NATURAL,,chiffon,flowers,,0
662727740,9,,4.8,1,4.0,o-neck,7.0,EMPIRE,,,embroidary,,1
1090993173,9,,4.5,2,3.0,,3.0,,,,,,1
963684109,9,5.0,4.9,3,2.0,Sweetheart,7.0,EMPIRE,,chiffon,beading,,1
619817668,9,2.0,4.6,3,4.0,Sweetheart,7.0,NATURAL,,chiffon,,,0
1066740059,9,1.0,5.0,3,2.0,Sweetheart,7.0,NATURAL,POLYSTER,,,,1
732184480,9,5.0,4.8,2,2.0,Sweetheart,7.0,EMPIRE,MICROFIBER,organza,beading,,1
1044683061,9,5.0,0.0,3,4.0,Sweetheart,7.0,NATURAL,POLYSTER,chiffon,beading,,1
579010251,9,2.0,4.6,2,2.0,slash-neck,7.0,EMPIRE,SILK,chiffon,beading,,0
751364623,9,1.0,4.8,2,,Sweetheart,7.0,EMPIRE,,,pleat,,1
898316819,9,4.0,4.6,4,4.0,Scoop,6.0,EMPIRE,,,crystal,,0
622667306,9,5.0,4.9,3,2.0,Sweetheart,7.0,NATURAL,SILK,chiffon,beading,,1
809344968,9,4.0,4.8,4,2.0,v-neck,7.0,EMPIRE,,,,,1
754138176,9,5.0,4.2,2,4.0,v-neck,7.0,,,,lace,,1
674192921,3,3.0,4.4,1,3.0,o-neck,7.0,,,,,,1
726446177,9,5.0,4.1,3,4.0,Scoop,6.0,NATURAL,COTTON,lace,applique,,1
1193747589,9,5.0,0.0,3,4.0,o-neck,3.0,NATURAL,,,feathers,,1
676827184,3,2.0,4.6,3,3.0,Sweetheart,7.0,EMPIRE,,,beading,,1
619996560,9,1.0,4.7,1,4.0,o-neck,7.0,,POLYSTER,,,,0
618420156,9,5.0,4.7,2,4.0,slash-neck,7.0,EMPIRE,VISCOS,chiffon,beading,,1
